Job Title,Company,Experience,Created Date,Location,Salary,Skills,Description,Link
Data Engineer with Scala,MEEDEN LABS PRIVATE LIMITED,7 to 12 Yrs,1 week ago,Bangalore,Not Disclosed,"sql, scala, spark","Job Title: Data EngineerLocation: Bangalore - BellandurMode of Work: Hybrid (3 days office)Experience Levels:Senior Level: 7 - 9 yearsLead Level: 10 - 12 yearsJoining Date: ImmediateInterview Rounds: L1 - L2 - CLKey Skills:Scala: MandateSpark: MandateSQL: MandatePython: Good to haveAirflow: Good to haveJob Description:We are looking for talented and experienced Data Engineers to join our team Bangalore office. The ideal candidates will have a strong background in data engineering, with expertise in Scala, Spark, and SQL. Experience with Python and Airflow is a plus. The candidates should be capable of working independently and collaboratively with business stakeholders to create efficient and insightful data solutions.Responsibilities:Design, develop, and maintain scalable data pipelines and systems.Work with large datasets to extract, transform, and load data.Collaborate with data scientists, analysts, and other stakeholders to understand data requirements and deliver solutions.Optimize and improve existing data workflows and processes.Ensure data quality, integrity, and security.Troubleshoot and resolve data-related issues.Requirements:Proven experience in data engineering roles.Strong proficiency in Scala, Spark, and SQL.Experience with Python and Airflow is a plus.Excellent problem-solving and analytical skills.Ability to work in a hybrid work environment (3 days in the office).Strong communication and collaboration skills.Qualifications:Bachelor's or Master's degree in Computer Science, Engineering, or a related field.Relevant certifications in data engineering or related technologies are a plus.What We Offer:Competitive compensation package.Opportunity to work with a fast-growing team on cutting-edge data solutions.Flexible work arrangements.Access to continuous learning and professional growth opportunities.",https://www.shine.com/jobs/data-engineer-with-scala/meeden-labs-private-limited/17035935
AWS Data Engineer,CAPGEMINI TECHNOLOGY SERVICES INDIA LIMITED,5 to 10 Yrs,1 day ago,"Bangalore,Chennai,Delhi,Gurugram,Hyderabad,Kolkata,Mumbai City,Noida,Pune",Rs 12  - 20 Lakh/Yr,"api, aws, rest, python, ci/cd","Hi Sameer,Kindly do the job posting for the client before May 13 at 6:00 Pm.User ID-capgeminitechnologys_142Name of recruiter- Kumari Jyoti ShreeContact Number of the recruiter-hidden_mobileEmail ID- capgemini.comThanks and regards,Customer support TeamOn Tue, May 13, 2025 at 2:52PM Nikita Khare <com> wrote:CAUTION:This email originated from outside of the organization. Do not click links or open attachments unless you recognize the sender and know the content is safe.Hello,Could you please assist with the job posting for AWS Data Engineer at your earliest convenienceUser ID-capgeminitechnologys_142Name of recruiter- Kumari Jyoti ShreeContact Number of the recruiter-hidden_mobileEmail ID- capgemini.comHere are the details for the role:Location- Pan IndiaBudget- 20 LPA MaxExperience- 5 to 12 yearsJob Description:AWS Data EngineerRequirements3+ year of experience working on AWS Cloud platform with strong experience inPythonKnowledge on AWS services such as - AWS S3, Glue, API Gateway, Crawler,Athena, Cloudwatch, Lambda, EC2, Route53, IAM, Aurora/Dynamic DB, Redshift isan advantageKnowledge/experience on CI/CD deployment tools (CloudFormation, Terraform,Jenkins)Experience/knowledge with streaming technologies is must preferably KafkaShould have knowledge/experience with SQLExperience developing REST APIGood analytical skillsKnowledge or experience developing microservicesFamiliar working on Linux platformsHave good understanding on pros and cons and the cost impact of the AWS servicesbeing leveragedGood Communication skills",https://www.shine.com/jobs/aws-data-engineer/capgemini-technology-services-india-limited/17091071
Big Data Engineer,CAPGEMINI TECHNOLOGY SERVICES INDIA LIMITED,4 to 9 Yrs,1 day ago,"Bangalore,Chennai,Hyderabad,Mumbai City,Pune",Rs 12  - 24 Lakh/Yr,"hadoop, spark, sql, scala, data, big","Scala JDHadoop, Scala Spark, Hive, SQL query, experience in data application development at  scale in the Hadoop ecosystem. Knowledge of version control (Git), CI/CD tools, and  Agile methodologies.2(+) years experience in Spark Ecosystems with Proficiency in Scala (BigData) and  SQL.Familiarity with bigdata processing tools and techniquesExperience with the Hadoop ecosystemGood understanding of distributed systemsExperience with streaming data platformsExcellent analytical and problem-solving skills-",https://www.shine.com/jobs/big-data-engineer/capgemini-technology-services-india-limited/17091072
Data Engineer,Angel and Genie,5 to 10 Yrs,4 weeks ago,"Gurugram,Mumbai City",Rs 16  - 26 Lakh/Yr,"azure, data engineering, sql, databricks, pyspark","Job Category:IT & SoftwareJob Type:Full TimeJob Location:GurgaonMumbaiSalary:Upto 25 LPAYears of Experience:5+yearsJob Title: Data Engineer (Databricks, PySpark)Location: Bangalore, Pune, Gurgaon, Navi MumbaiWork Mode: HybridNotice Period: ImmediateExperience: 4-5 YearsPrimary Skills:Data Engineering, Databricks, PySpark, SQL, Azure/AWSAbout the Role:We are seeking a talented Data Engineer with expertise in Databricks and PySpark. In this role, youwill design, build, and optimize data pipelines while working with cloud platforms such as Azure or AWS.This position offers a dynamic opportunity to contribute to innovative projects in a fast-paced, globalenvironment.Key Responsibilities:Develop and maintain scalable data pipelines using Databricks and PySpark.Collaborate with cross-functional teams to deliver effective data solutions.Optimize ETL processes for enhanced performance and reliability.Ensure adherence to data quality and governance best practices.Deploy and manage data solutions in cloud environments (Azure or AWS).Requirements:Proven experience as a Data Engineer, with a focus on Databricks and PySpark.Strong proficiency in Python and SQL.Experience with cloud platforms such as Azure or AWS.Familiarity with data warehousing and integration technologies.Why Join Us:Learning and certification opportunities to boost your career.Comprehensive medical coverage and life insurance for peace of mind.Flexible work environment with a 5-day work week.A fun, collaborative, and innovative workplace culture.",https://www.shine.com/jobs/data-engineer/angel-and-genie/16941572
Data Engineer with Scala,MEEDEN LABS PRIVATE LIMITED,4 to 9 Yrs,3 weeks ago,Bangalore,Rs 14  - 26 Lakh/Yr,"scala, sql, spark","Job Title: Data EngineerLocation: Bangalore - BellandurMode of Work: Hybrid (3 days office)Experience Levels:Mid Level: 4 - 6 yearsSenior Level: 7 - 9 yearsLead Level: 10 - 12 years (Budget: within 38L, not 4X)Budget: Max 4X (4 * Experience range)Joining Date: ImmediateInterview Rounds: L1 - L2 - CLKey Skills:Scala: MandateSpark: MandateSQL: MandatePython: Good to haveAirflow: Good to haveJob Description:We are looking for talented and experienced Data Engineers to join our team Bangalore office. The ideal candidates will have a strong background in data engineering, with expertise in Scala, Spark, and SQL. Experience with Python and Airflow is a plus. The candidates should be capable of working independently and collaboratively with business stakeholders to create efficient and insightful data solutions.Responsibilities:Design, develop, and maintain scalable data pipelines and systems.Work with large datasets to extract, transform, and load data.Collaborate with data scientists, analysts, and other stakeholders to understand data requirements and deliver solutions.Optimize and improve existing data workflows and processes.Ensure data quality, integrity, and security.Troubleshoot and resolve data-related issues.Requirements:Proven experience in data engineering roles.Strong proficiency in Scala, Spark, and SQL.Experience with Python and Airflow is a plus.Excellent problem-solving and analytical skills.Ability to work in a hybrid work environment (3 days in the office).Strong communication and collaboration skills.Qualifications:Bachelor's or Master's degree in Computer Science, Engineering, or a related field.Relevant certifications in data engineering or related technologies are a plus.What We Offer:Competitive compensation package.Opportunity to work with a fast-growing team on cutting-edge data solutions.Flexible work arrangements.Access to continuous learning and professional growth opportunities.If you are passionate about data engineering and meet the above requirements, we would love to hear from you. Apply now to join our dynamic team!",https://www.shine.com/jobs/data-engineer-with-scala/meeden-labs-private-limited/16967478
Data Engineer,MEEDEN LABS PRIVATE LIMITED,5 to 10 Yrs,3 weeks ago,"Bangalore,Chennai,Gurugram,Hyderabad,Pune",Rs 9  - 20 Lakh/Yr,"python, power bi, hadoop, dax","Data Engineer - Req - 1Exp : 5-12 YearsWork Mode : Hybrid (3 Days work from home)Looking for candidates who can join on or before 28th April 25Work Location : Chennai/ Bangalore/ Pune/ Hyderabad/ Jaipur/ GurugramWe are seeking a highly skilledSnowflake Data Engineerto design, implement, and maintain efficient data pipelines on theSnowflake platform. You will work closely with data architects and analysts to integrate, transform, and optimize data for analytics and business intelligence. Proficiency inSQL,Python, andETLprocesses is essential for transforming raw data into actionable insights. Youll be responsible for data modeling, ensuring optimal schema design, and optimizing queries withinSnowflake. Experience withSnowflake's data sharing, streams, tasks, andcloningis a plus. Familiarity withcloud platformslike AWS, Azure, or GCP is required. Youll also be tasked with performance tuning and ensuring data security within Snowflake. Strong understanding ofdata warehousing conceptsand best practices will be key to your success. The ideal candidate is proactive, detail-oriented, and has a passion for solving complex data challenges. If you're looking to work with cutting-edge cloud technologies and big data solutions, wed love to hear from you!Data Engineer - Req 2Exp : 5-12 YearsWork Mode : Hybrid (3 Days work from home).Work Location : Bangalore only (Looking for candidates who are currently at Bangalore only)Looking for candidates who can join on or before 28th April 25We are looking for a talentedData Engineerwith expertise inHadoopandPythonto help build and maintain robust data pipelines. In this role, youll design, implement, and optimize scalable ETL processes to handle large volumes of data. You will work with Hadoop ecosystem tools likeHive,HBase, andSparkto ensure data processing efficiency. Strong skills inPythonscripting for data manipulation and automation are required. Collaborating with data scientists and analysts, you will ensure data integrity and quality for analytics and reporting. Experience withcloud platforms(AWS, Azure, or GCP) anddata warehousingis a plus. Familiarity withNoSQL databasesandbatch processingis desirable. Youll also work on optimizing storage and compute resources in the Hadoop ecosystem. The ideal candidate is a problem solver with a passion for building big data solutions. If you thrive in a fast-paced, data-driven environment, we want to hear from you!",https://www.shine.com/jobs/data-engineer/meeden-labs-private-limited/16965179
Data Engineer,NTECH IT SOLUTIONS PRIVATE LIMITED,6 to 10 Yrs,2 months ago,Bangalore,Rs 16  - 26 Lakh/Yr,"aws, java, etl, python, spark, flink","Responsibilities:1. Design, develop, and maintain large-scale data pipelines and infrastructure.2. Implement ETL (Extract, Transform, Load) processes to extract data from various sources, transform it into a structured format, and load it into our data warehouse.3. Work with Apache technologies such as Spark, Flink, Kafka, and Lucene to build scalable data processing systems.4. Develop data processing applications using Java and/or Python.5. Collaborate with data scientists and analysts to understand data requirements and develop data pipelines to meet those needs.6. Work with large-scale infrastructure and ensure data pipelines are scalable, efficient, and reliable.7. Ensure data quality and integrity by implementing data validation, data cleansing, and data normalization techniques.8. Familiarity with cloud platforms, mostly AWS, and experience with deploying data pipelines on cloud infrastructure.9. Stay up-to-date with new big data technologies and methodologies and apply that knowledge to improve our data infrastructure.",https://www.shine.com/jobs/data-engineer/ntech-it-solutions-private-limited/16835315
Data Engineer,Future Solution Centre,15 to >25 Yrs,1 month ago,United Kingdom,Rs 10  - 22 Lakh/Yr,"maintenance operations, design engineering, architectural drawings, design management, data architecture, maintenance documentation, data analysis, data engineering, data warehousing, architectural design","We are searching for an accountable, multitalented data engineer to facilitate the operations of our data scientists. The data engineer will be responsible for employing machine learning techniques to create and sustain structures that allow for the analysis of data while remaining familiar with dominant programming and deployment strategies in the field. During various aspects of this process, you should collaborate with coworkers to ensure that your approach meets the needs of each project.To ensure success as a data engineer, you should demonstrate flexibility, creativity, and the capacity to receive and utilize constructive criticism. A formidable data engineer will demonstrate unsatiated curiosity and outstanding interpersonal skills.Data Engineer Responsibilities:Liaising with coworkers and clients to elucidate the requirements for each task.Conceptualizing and generating infrastructure that allows big data to be accessed and analyzed.Reformulating existing frameworks to optimize their functioning.Testing such structures to ensure that they are fit for use.Preparing raw data for manipulation by data scientists.Detecting and correcting errors in your work.Ensuring that your work remains backed up and readily accessible to relevant coworkers.Remaining up-to-date with industry standards and technological advancements that will improve the quality of your outputs.",https://www.shine.com/jobs/data-engineer/future-solution-centre/16867496
AWS Data Engineer,LTIMindtree Limited,4 to 9 Yrs,2 months ago,"Bangalore,Chennai,Hyderabad,Mumbai City,Pune",Rs 12  - 24 Lakh/Yr,"sql, data, bricks, python, aws, pyspark","Primarily looking for a Data Engineer with expertise in processing data pipelines using Databricks PySpark SQL on Cloud distributions like AWSMust have AWS DatabricksGood to have PySpark Snowflake TalendRequirements-Candidate must be experienced working in projects involvingOther ideal qualifications include experiences inPrimarily looking for a data engineer with expertise in processing data pipelines using Databricks Spark SQL on Hadoop distributions like AWS EMR Data bricks Cloudera etc.Should be very proficient in doing large scale data operations using Databricks and overall very comfortable using PythonFamiliarity with AWS compute storage and IAM conceptsExperience in working with S3 Data Lake as the storage tierAny ETL background Talend AWS Glue etc. is a plus but not requiredCloud Warehouse experience Snowflake etc. is a huge plusCarefully evaluates alternative risks and solutions before taking action.Optimizes the use of all available resourcesDevelops solutions to meet business needs that reflect a clear understanding of the objectives practices and procedures of the corporation department and business unitSkillsHands on experience on Databricks Spark SQL AWS Cloud platform especially S3 EMR Databricks Cloudera etc.Experience on Shell scriptingExceptionally strong analytical and problem-solving skillsRelevant experience with ETL methods and with retrieving data from dimensional data models and data warehousesStrong experience with relational databases and data access methods especially SQLExcellent collaboration and cross functional leadership skillsExcellent communication skills both written and verbalAbility to manage multiple initiatives and priorities in a fast-paced collaborative environmentAbility to leverage data assets to respond to complex questions that require timely answershas working knowledge on migrating relational and dimensional databases on AWS Cloud platformSkillsMandatory Skills : Apache Spark, Databricks, Java, Python, Scala, Spark SQL.Please share your updated profile to (hidden_email)",https://www.shine.com/jobs/aws-data-engineer/ltimindtree-limited/16835390
Online interviewer- GCP data Engineer(Python &Java)-Part Time-Risebird,ARHAT TALENT SOLUTIONS PRIVATE LIMITED,10 to 20 Yrs,1 day ago,"Bangalore,Chennai,Delhi,Gurugram,Hyderabad,Kolkata,Mumbai City,Noida,Pune",Rs 14  - 26 Lakh/Yr,"python, gcp, java","ResponsibilitiesDesign, develop, and maintain data pipelines on GCP using services like Dataflow, Cloud Composer (Airflow), and Cloud Functions.Build and optimize data transformations and ETL/ELT processes to prepare data for analysis.Ingest and process data from various sources into Google Cloud Storage and BigQuery.Monitor data pipelines for performance and reliability and troubleshoot issues as they arise.Collaborate with data scientists and analysts to understand their data requirements and provide necessary data infrastructure.Implement data quality checks and ensure data accuracy within GCP.Assist senior engineers in the implementation of data governance and security policies on GCP.Learn and adopt new GCP data engineering services and best practices.Document data pipelines and processes clearly.",https://www.shine.com/jobs/online-interviewer-gcp-data-engineerpython-java-part-time-risebird/arhat-talent-solutions-private-limited/17082564
